,SOX2_like,PAX6_like,NEUROD1_like,RBFOX3_like,SLC17A7_like,GAD1_like,GFAP_like,OLIG2_like,AIF1_like,PDGFRA_like,MKI67_like,STRESS_like,CELL_CYCLE_like,MATURATION_like
cell_02067,0.24668725,9.629481e-07,7.973622,9.99421,0.14918569,0.14918569,0.14900672,0.99108356,0.14836976,0.14939573,0.0060027773,0.60435116,0.0060027773,15.766245
cell_02068,4.2612567,8.97834,1.5677996,2.50871,0.002686174,0.002686174,0.002251826,0.0017162204,0.0014263992,0.003469613,0.11986697,0.5681563,0.11986697,0.8252955
cell_02069,1.5947639,1.2182702,5.9192057,8.646596,0.09083266,0.09083266,0.08400808,0.073368765,0.44137457,0.10037856,1.4392818,0.50756055,1.4392818,6.212481
cell_02070,0.38549906,9.4238436e-05,7.920015,9.97794,0.14753778,0.14753778,0.14700472,0.1459867,0.14512819,0.9877781,0.045570303,0.64599705,0.045570303,15.30718
cell_02071,1.9975016,2.6755054,4.9467487,7.6477304,0.065206066,0.065206066,0.058656026,0.049130738,0.043145526,0.5000791,2.4742725,0.5440246,2.4742725,4.248308
cell_02072,3.9233942,8.7616825,1.8445163,3.0024078,0.0045261104,0.0045261104,0.0038119375,0.002922051,0.002436221,0.0057976544,2.5089545,0.5108048,2.5089545,1.0027447
cell_02073,0.3918035,0.000109717344,7.916739,9.976843,0.14743736,0.14743736,0.97922057,0.14582498,0.14493312,0.14809157,0.015049263,0.5411919,0.015049263,15.279797
cell_02074,2.522748,4.919668,3.7979615,6.1743464,0.03662192,0.24414614,0.032040007,0.025807988,0.022130828,0.04398543,1.6792765,0.6274086,1.6792765,2.685235
cell_02075,1.4362183,0.7905345,6.296398,8.974014,0.10100766,0.10100766,0.09455004,0.5610986,0.07694515,0.10978527,0.42814308,0.8003455,0.42814308,7.2313104
cell_02076,0.24142374,7.567884e-07,7.975002,9.994573,0.14922825,0.14922825,0.14905857,0.14873217,0.14845449,0.99618244,0.0018281019,0.5267945,0.0018281019,15.778345
cell_02077,5.691498,7.9463043,0.8458037,1.232291,0.00036736173,0.00036736173,0.00030446303,0.00022884077,0.0001887853,0.00048454388,0.010082848,0.7714696,0.010082848,0.4112245
cell_02078,3.5941377,8.295229,2.173633,3.5819836,0.0075973417,0.0075973417,0.0064354325,0.004968776,0.004159073,0.00963343,0.0469538,0.748217,0.0469538,1.2295349
cell_02079,10.597608,2.050098,0.19504115,0.21307366,3.7952088e-06,3.7952088e-06,3.1156865e-06,2.3155135e-06,1.8989176e-06,5.0963745e-06,0.5727808,0.8527961,0.5727808,0.08871949
cell_02080,2.5031648,4.8370285,3.8368447,6.2294154,0.037529383,0.037529383,0.032862376,0.17667751,0.022741467,0.045012742,1.2046415,0.5735948,1.2046415,2.7290523
cell_02081,5.387993,8.336381,0.95516515,1.4211922,0.0005424538,0.0005424538,0.00045032642,0.00033915506,0.00028008877,0.0007132738,0.281634,0.81770706,0.281634,0.46983147
cell_02082,0.7903866,0.029882183,7.541558,9.813012,0.1361508,0.1361508,0.8897276,0.12855396,0.12464064,0.13944305,0.4082277,0.8459461,0.4082277,12.574301
cell_02083,5.8102336,7.7806983,0.8075476,1.1669133,0.00031686013,0.00031686013,0.00026245642,0.00019713074,0.00016256588,0.0004183839,1.7333502,0.89059365,1.7333502,0.39104196
cell_02084,0.80707043,0.034296572,7.5184603,9.80116,0.1354689,0.1354689,0.13266355,0.8504331,0.123510085,0.13890752,0.3136807,0.82341975,0.3136807,12.431609
cell_02085,4.1829004,8.9497,1.6271125,2.6147914,0.0030276421,0.0030276421,0.0025405774,0.0019386434,0.0016123212,0.0039037508,2.2941718,0.54950726,2.2941718,0.8623772
cell_02086,2.898042,6.3951087,3.1190305,5.156484,0.02204134,0.02204134,0.019008366,0.015019463,0.08490886,0.027103994,2.704681,0.8788516,2.704681,1.9966573
cell_02087,2.9726803,6.6563783,2.9989355,4.9658203,0.019775148,0.019775148,0.01701303,0.013400497,0.01134301,0.024415454,0.26920405,0.8259968,0.26920405,1.8881898
cell_02088,0.6824266,0.01081563,7.6767473,9.878838,0.14017095,0.14017095,0.13818483,0.13450642,0.13151585,0.95046496,0.045008443,0.58493006,0.045008443,13.459913
cell_02089,1.8568279,2.117903,5.2832274,8.01884,0.07398032,0.07398032,0.06715812,0.057011146,0.33662677,0.08396529,2.0232677,0.56607896,2.0232677,4.841735
cell_02090,2.8283997,6.1404376,3.2354963,5.3384485,0.024341207,0.1622747,0.021041598,0.016678093,0.014168226,0.029814253,0.52166504,0.87456566,0.52166504,2.1053703
cell_02091,0.3962998,0.00012203086,7.9143553,9.976038,0.14736433,0.9824289,0.14679463,0.14570746,0.14479141,0.14803688,0.011267882,0.56227946,0.011267882,15.25992
cell_02092,1.2178708,0.36717469,6.784522,9.348326,0.11444517,0.11444517,0.72630054,0.09969755,0.09295724,0.121633664,0.14862068,0.8108414,0.14862068,8.8745165
cell_02093,5.101749,8.643847,1.0760479,1.6327902,0.0007960399,0.0007960399,0.00066208054,0.00049976143,0.00041322087,0.0010431051,0.74750876,0.6621037,0.74750876,0.5362301
cell_02094,0.327765,1.9471445e-05,7.9465055,9.986429,0.14835097,0.98900646,0.1479913,0.14730203,0.1467183,0.14877424,0.01912274,0.7895221,0.01912274,15.53142
cell_02095,3.0474508,6.9052634,2.8834424,4.7796516,0.017703729,0.017703729,0.015196295,0.011934023,0.01008466,0.021942006,2.0552003,0.53674054,2.0552003,1.7871933
cell_02096,10.267557,2.2769823,0.21067224,0.23379298,4.8043134e-06,4.8043134e-06,3.9449806e-06,2.9325868e-06,2.4052943e-06,6.4487317e-06,0.17235585,0.7900233,0.17235585,0.0959782
cell_02097,1.6594824,1.4199791,5.762484,8.500767,0.086647354,0.086647354,0.079755224,0.069140695,0.06208256,0.6426618,1.9910606,0.70476454,1.9910606,5.8389983
cell_02098,7.3093505,5.510981,0.47591758,0.62225574,5.962461e-05,5.962461e-05,4.914565e-05,3.669765e-05,3.0169856e-05,7.9457706e-05,1.2792374,0.86015135,1.2792374,0.22267419
cell_02099,4.6229863,8.963125,1.3267933,2.0777285,0.0015662826,0.0015662826,0.0013078769,0.000992003,0.0008223434,0.0020375464,2.1894193,0.57535934,2.1894193,0.67966545
cell_02100,0.60438925,0.004383482,7.758836,9.915519,0.14263706,0.14263706,0.94076014,0.13826458,0.13592006,0.14446229,0.23999006,0.5437424,0.23999006,14.043682
cell_02101,7.1128244,5.8027487,0.5073475,0.67171127,7.284324e-05,7.284324e-05,6.0068556e-05,4.487827e-05,3.6905818e-05,9.698947e-05,0.05627586,0.5784881,0.05627586,0.23814182
cell_02102,0.47574645,0.0006258222,7.865601,9.958617,0.14587438,0.14587438,0.96663195,0.14332679,0.14193201,0.14691772,0.10330974,0.5314301,0.10330974,14.861901
cell_02103,0.28288284,4.26193e-06,7.9629054,9.991272,0.14885552,0.9923701,0.14860475,0.14812313,0.14771417,0.14915016,0.0014198159,0.8920602,0.0014198159,15.672788
cell_02104,1.0605401,0.17798035,7.0998926,9.559923,0.123338066,0.123338066,0.11879109,0.7393346,0.10494516,0.12912391,0.6596821,0.54914266,0.6596821,10.202925
cell_02105,0.7001014,0.012986527,7.6563253,9.869304,0.13956042,0.13956042,0.91642153,0.13358875,0.13044794,0.14209823,0.18038198,0.5803404,0.18038198,13.320317
cell_02106,0.6911214,0.011844654,7.6667852,9.874207,0.9324865,0.13987297,0.13783248,0.13405794,0.13099356,0.14233977,0.22386436,0.8238743,0.22386436,13.391546
cell_02107,0.22620238,3.6167563e-07,7.978748,9.995535,0.14934376,0.14934376,0.14919934,0.14892136,0.9912315,0.1495132,0.0015810247,0.5987018,0.0015810247,15.8112545
cell_02108,3.0610366,6.9490547,2.8629665,4.7463655,0.01734802,0.01734802,0.014885011,0.011683485,0.009870036,0.021515692,1.0155814,0.5889173,1.0155814,1.7696152
cell_02109,6.255621,7.1195354,0.6830165,0.9571917,0.00018597352,0.00018597352,0.00015375568,0.00011522807,9.491196e-05,0.00024641844,0.49533445,0.76892394,0.49533445,0.32645595
cell_02110,1.5041647,0.96183014,6.13632,8.839118,0.096670434,0.64446956,0.09002032,0.0794691,0.07223646,0.10582179,0.677187,0.6595061,0.677187,6.7763677
cell_02111,1.4217769,0.7565217,6.3300285,9.001595,0.10192277,0.67948514,0.095512815,0.08517424,0.07796518,0.11061278,1.6904542,0.8341917,1.6904542,7.3315544
cell_02112,5.890004,7.66631,0.78313196,1.1254046,0.00028729698,0.00028729698,0.00023788169,0.00017859387,0.0001472449,0.000379609,1.272448,0.75530773,1.272448,0.37824592
cell_02113,1.0330019,0.15378927,7.1511106,9.591959,0.8320064,0.12480096,0.12043642,0.11282126,0.1070397,0.13032995,0.88061446,0.6152859,0.88061446,10.4438
cell_02114,11.34081,1.616121,0.16526814,0.17455289,2.2892186e-06,2.2892186e-06,1.8785555e-06,1.3954174e-06,1.144068e-06,3.0765248e-06,0.3300204,0.7391693,0.3300204,0.074955575
cell_02115,0.2935325,6.2891877e-06,7.959333,9.99025,0.14874554,0.14874554,0.9898063,0.14794382,0.14749649,0.1490683,0.01318265,0.8465847,0.01318265,15.641826
cell_02116,4.1645555,8.941191,1.6414019,2.6403348,0.0031140684,0.0031140684,0.0026137219,0.001995045,0.0016594937,0.004013468,2.129986,0.6457932,2.129986,0.87138677
cell_02117,10.24373,2.2942512,0.21186696,0.2353897,4.888189e-06,4.888189e-06,4.013921e-06,2.983894e-06,2.4474018e-06,6.561105e-06,0.47231823,0.79458827,0.47231823,0.09653392
cell_02118,7.7827435,4.8407197,0.41035962,0.52103823,3.7550653e-05,3.7550653e-05,3.0921856e-05,2.3063774e-05,1.8950015e-05,5.013117e-05,0.33419058,0.6663332,0.33419058,0.19072762
cell_02119,4.5901413,8.973627,1.3466387,2.1131575,0.0016433408,0.0016433408,0.0013726595,0.0010415455,0.00086359354,0.0021365483,2.3245068,0.71722937,2.3245068,0.69136095
cell_02120,4.011968,8.842641,1.7664993,2.863606,0.003942244,0.003942244,0.0033157943,0.0025375364,0.0021137327,0.005061731,0.52384573,0.79348004,0.52384573,0.95154977
cell_02121,10.524087,2.0986917,0.19838044,0.21747266,3.9973406e-06,3.9973406e-06,3.2817811e-06,2.4390863e-06,2.0003154e-06,5.367324e-06,0.16453326,0.52421093,0.16453326,0.09026829
cell_02122,3.9254751,8.763792,1.8426356,2.9990668,0.004511409,0.004511409,0.0037994336,0.0029123493,0.0024280793,0.0057791537,1.0999668,0.68197984,1.0999668,1.0014995
cell_02123,5.546348,8.1396055,0.89591265,1.3185005,0.00044169166,0.00044169166,0.00036634516,0.00027560498,0.00022747448,0.00058175914,0.05609898,0.5380854,0.05609898,0.43790874
cell_02124,2.6390605,5.4012346,3.5740397,5.850286,0.03152765,0.03152765,0.027448427,0.14642435,0.018761214,0.038167804,0.89649904,0.7900022,0.89649904,2.442763
cell_02125,2.5708477,5.1208777,3.7038975,6.039648,0.034453396,0.034453396,0.030080313,0.024161352,0.020684496,0.27679652,2.8793626,0.7431225,2.8793626,2.5813725
cell_02126,3.0921779,7.047738,2.8166149,4.6707096,0.016555976,0.016555976,0.0141926175,0.01112698,0.009393684,0.020564754,0.6322431,0.6307719,0.6322431,1.7301781
cell_02127,3.2323554,7.4619226,2.617803,4.3415627,0.013373544,0.013373544,0.011420944,0.008910107,0.0075013544,0.016719846,2.9711602,0.53051263,2.9711602,1.566425
cell_02128,8.38112,4.0732646,0.34397236,0.4215936,2.1714304e-05,2.1714304e-05,1.786407e-05,1.330931e-05,1.0928953e-05,2.9041712e-05,0.8120586,0.870321,0.8120586,0.15880576
cell_02129,10.849152,1.8918775,0.1841874,0.1988819,3.1862294e-06,3.1862294e-06,2.6153448e-06,1.9433212e-06,1.5935395e-06,4.2798592e-06,0.36875772,0.6260015,0.36875772,0.08369247
cell_02130,5.346539,8.385061,0.9715259,1.4496769,0.00057288015,0.00057288015,0.00047570484,0.00035837703,0.0002960108,0.0007529308,0.24206623,0.6101507,0.24206623,0.4787174
cell_02131,0.5817636,0.0032619871,7.7801733,9.924587,0.9552088,0.14328131,0.14188309,0.13926017,0.1370952,0.14495355,0.0039606425,0.540402,0.0039606425,14.201659
cell_02132,0.22801761,3.9632965e-07,7.97832,9.995427,0.14933057,0.14933057,0.14918324,0.14889973,0.14865841,0.9966893,0.003783131,0.7309413,0.003783131,15.807491
cell_02133,0.29252708,6.0673833e-06,7.9596786,9.990349,0.14875618,0.14875618,0.14848389,0.9864077,0.14751753,0.14907621,2.6475216e-06,0.6062614,2.6475216e-06,15.644817
cell_02134,1.5968441,1.2245204,5.914184,8.642014,0.090698205,0.6046547,0.083870724,0.07323111,0.06607122,0.10025173,1.647022,0.8371412,1.647022,6.2001014
cell_02135,1.4299096,0.7755719,6.311108,8.986111,0.67605174,0.10140776,0.09497067,0.084605314,0.07738995,0.11014745,0.4048009,0.7731067,0.4048009,7.274949
cell_02136,3.4095502,7.9129195,2.3884468,3.9531586,0.010155514,0.010155514,0.008635834,0.006700603,0.005624006,0.012790336,2.818647,0.50156593,2.818647,1.3877401
cell_02137,0.54288864,0.0018820672,7.8142667,9.938631,0.14431353,0.9620902,0.14311862,0.14086746,0.13899978,0.14573793,0.05567889,0.72626984,0.05567889,14.459708
cell_02138,0.56320024,0.002526301,7.7968574,9.93153,0.143786,0.143786,0.14248668,0.14004415,0.92015356,0.14533748,0.0018972575,0.59273386,0.0018972575,14.327059
cell_02139,0.40976036,0.00016612597,7.9069834,9.973519,0.14713857,0.9809238,0.14652134,0.14534461,0.14435427,0.14786774,0.009517796,0.50614685,0.009517796,15.198695
cell_02140,0.33383393,2.33912e-05,7.9440126,9.985662,0.14827435,0.14827435,0.98598814,0.14717767,0.14656767,0.14871708,0.020686725,0.7477469,0.020686725,15.5101
cell_02141,2.1117346,3.1528783,4.6803093,7.334487,0.058344677,0.058344677,0.052123874,0.28818774,0.03772788,0.06781988,0.061033063,0.58196574,0.061033063,3.8288395
cell_02142,0.55844694,0.0023614834,7.80101,9.933238,0.14391176,0.14391176,0.14263722,0.14024007,0.9217016,0.14543302,0.015713578,0.85985434,0.015713578,14.358536
cell_02143,0.47678566,0.0006376636,7.864878,9.958346,0.14585236,0.14585236,0.14496824,0.9552788,0.14189017,0.14690112,0.10056028,0.7293523,0.10056028,14.856121
cell_02144,3.4940732,8.099038,2.2871625,3.7789688,0.008894065,0.008894065,0.007549215,0.005843777,0.0048984694,0.011237571,2.3966868,0.5836741,2.3966868,1.3120896
cell_02145,0.2916904,5.8880187e-06,7.9599648,9.990432,0.148765,0.148765,0.1484946,0.9865034,0.14753495,0.14908276,0.00095562823,0.891651,0.00095562823,15.647295
cell_02146,8.227981,4.2605505,0.35947224,0.44450855,2.4890847e-05,2.4890847e-05,2.048191e-05,1.526369e-05,1.2535512e-05,3.327613e-05,1.0350059,0.7185766,1.0350059,0.16622062
cell_02147,0.22488411,3.3821487e-07,7.9790554,9.995613,0.9956883,0.14935325,0.14921089,0.1489369,0.14870365,0.14952023,0.0012460578,0.5661889,0.0012460578,15.813961
cell_02148,0.551311,0.002130568,7.8071547,9.935748,0.14409791,0.14409791,0.1428602,0.14053048,0.923998,0.14557436,0.052054588,0.70689684,0.052054588,14.405295
cell_02149,8.263291,4.2167983,0.35581455,0.43908355,2.4114286e-05,2.4114286e-05,1.9841862e-05,1.4785793e-05,1.2142639e-05,3.224117e-05,0.60274935,0.88373965,0.60274935,0.16446875
cell_02150,0.8693479,0.05524026,7.427162,9.752714,0.13278705,0.885247,0.12955116,0.12373162,0.11915914,0.13678665,0.07302738,0.6696841,0.07302738,11.890066
cell_02151,10.466598,2.1374547,0.20104703,0.22099628,4.163906e-06,4.163906e-06,3.4186578e-06,2.5409279e-06,2.0838845e-06,5.590574e-06,0.07852415,0.6701382,0.07852415,0.09150582
cell_02152,0.5510988,0.0021239955,7.807336,9.9358225,0.96068937,0.14410341,0.14286678,0.14053905,0.13860986,0.14557852,0.03656285,0.6844507,0.03656285,14.406676
cell_02153,0.49066922,0.0008145852,7.855008,9.9546175,0.14555164,0.14555164,0.14460607,0.14281538,0.14132045,0.9778292,0.08573625,0.6120414,0.08573625,14.777524
cell_02154,1.0781705,0.1947785,7.0664363,9.538638,0.815903,0.12238545,0.11772363,0.10966152,0.10360077,0.12833463,0.646539,0.5647134,0.646539,10.0497055
cell_02155,0.38963887,0.000104176106,7.9178724,9.977223,0.9831474,0.14747211,0.14692517,0.14588092,0.14500058,0.14811757,0.048262093,0.7315711,0.048262093,15.289263
cell_02156,8.112236,4.406332,0.37182975,0.4629146,2.7641405e-05,2.7641405e-05,2.2749286e-05,1.6956952e-05,1.39276535e-05,3.6940866e-05,0.00037793617,0.8576801,0.00037793617,0.1721488
cell_02157,3.9797192,8.815244,1.7944276,2.91334,0.00414517,0.00414517,0.003488126,0.002670992,0.0022256132,0.0053177816,2.6947985,0.7942919,2.6947985,0.9697684
cell_02158,2.2891867,3.9169097,4.2830763,6.8354907,0.048320983,0.048320983,0.042749826,0.23312315,0.030262927,0.057019755,2.7399664,0.538475,2.7399664,3.2724636
cell_02159,10.125681,2.38164,0.21792646,0.24351604,5.3289664e-06,5.3289664e-06,4.3762375e-06,3.2535622e-06,2.6687244e-06,7.1515647e-06,0.0015048248,0.6603396,0.0015048248,0.09935453
cell_02160,1.9977914,2.676693,4.946064,7.6469474,0.065188326,0.43458882,0.058639005,0.049115196,0.04313116,0.074993476,2.1552157,0.50211835,2.1552157,4.2471766
cell_02161,4.1539216,8.935938,1.6497566,2.6552665,0.0031653594,0.0031653594,0.0026571422,0.002028537,0.0016875105,0.004078551,2.579372,0.62317616,2.579372,0.87666816
cell_02162,2.4941964,4.7990575,3.8547642,6.2546735,0.2529977,0.03794965,0.0332437,0.026823793,0.023025362,0.045487594,1.8225213,0.7677506,1.8225213,2.7494233
cell_02163,2.1913025,3.493484,4.4994326,7.1120253,0.05374408,0.05374408,0.047797523,0.2625764,0.034239493,0.0629057,0.86885154,0.6160937,0.86885154,3.5660455
cell_02164,0.35603,4.4062166e-05,7.934317,9.9826145,0.14797655,0.14797655,0.14753671,0.9779678,0.14598386,0.14849477,0.008574186,0.8362233,0.008574186,15.427623
cell_02165,4.069592,8.885798,1.7179154,2.7769816,0.0036051122,0.0036051122,0.003029749,0.0023162703,0.0019283526,0.0046356604,2.018501,0.6909537,2.018501,0.9201393
cell_02166,0.33619434,2.5089532e-05,7.9430246,9.985357,0.148244,0.148244,0.14786136,0.14712842,0.9767203,0.14869443,0.011637555,0.7676673,0.011637555,15.501665
cell_02167,2.1837046,3.4607682,4.5165195,7.13338,0.36117554,0.05417633,0.048202243,0.039743643,0.03456261,0.06337051,1.0980589,0.8535461,1.0980589,3.5901673
cell_02168,3.2338576,7.46609,2.6157577,4.3381386,0.013342664,0.013342664,0.011394132,0.0088887485,0.0074831643,0.016682344,0.0087494375,0.7731241,0.0087494375,1.5647843
cell_02169,1.6077867,1.257658,5.8877506,8.617789,0.08999081,0.08999081,0.5543257,0.07250886,0.06536386,0.099583305,2.0539472,0.85893047,2.0539472,6.1353917
cell_02170,2.2567675,3.7764094,4.3539376,6.927313,0.0500862,0.0500862,0.044386823,0.036393885,0.21027938,0.05894661,0.39199966,0.82322615,0.39199966,3.366264
cell_02171,4.286272,8.984915,1.5494356,2.4758534,0.002585992,0.002585992,0.0021671865,0.0016510957,0.001371995,0.0033420394,0.9020764,0.7268257,0.9020764,0.81391656
cell_02172,1.6067111,1.254382,5.89035,8.620179,0.6004023,0.09006034,0.08321975,0.0725797,0.06543318,0.09964909,1.0109382,0.61889327,1.0109382,6.1417203
cell_02173,6.5384474,6.683249,0.6170476,0.84836316,0.00013485279,0.00013485279,0.00011138223,8.3375104e-05,6.8632864e-05,0.00017901062,1.5737389,0.619257,1.5737389,0.29291558
cell_02174,2.9364076,6.530963,3.0566938,5.0578957,0.13900806,0.020851208,0.017959472,0.014167334,0.012002431,0.025694309,0.9392882,0.85013247,0.9392882,1.9399068
cell_02175,1.248254,0.4145092,6.71965,9.301816,0.75092214,0.112638324,0.10697648,0.09751595,0.09066653,0.120078005,1.2911088,0.5215537,1.2911088,8.6303
cell_02176,2.2962415,3.947494,4.2677636,6.815489,0.047941078,0.047941078,0.28265506,0.034663253,0.02998955,0.056603685,0.8739141,0.87657475,0.8739141,3.2524836
cell_02177,0.44452775,0.00034613462,7.886278,9.966215,0.97670245,0.14650537,0.14575595,0.14433101,0.14313565,0.14739251,0.01542495,0.6308239,0.01542495,15.028738
cell_02178,4.2974405,8.987458,1.5413243,2.4613395,0.0025425602,0.0025425602,0.002130504,0.0016228814,0.00134843,0.003286703,2.607214,0.79554844,2.607214,0.8089056
cell_02179,0.24803643,1.0231495e-06,7.973261,9.994115,0.14917457,0.14917457,0.14899318,0.99096215,0.14834762,0.14938746,7.579055e-05,0.6320119,7.579055e-05,15.7630825
cell_02180,0.51997143,0.0013231996,7.8328547,9.946039,0.14487779,0.14487779,0.14379577,0.14175248,0.14005245,0.9744353,0.12761383,0.88132054,0.12761383,14.603409
cell_02181,0.2502073,1.1269703e-06,7.972674,9.993958,0.9943765,0.14915648,0.14897114,0.14861473,0.14831161,0.14937402,0.0064763967,0.5145896,0.0064763967,15.757944
cell_02182,0.41994163,0.0002078189,7.9011703,9.971501,0.14696065,0.14696065,0.14630613,0.9670614,0.14401075,0.14773433,0.06453059,0.64132756,0.06453059,15.150681
cell_02183,6.7970653,6.283437,0.56403846,0.7622684,0.00010159652,0.00010159652,8.384871e-05,6.270661e-05,5.159372e-05,0.00013506261,1.4668646,0.84698445,1.4668646,0.2662937
cell_02184,1.4609199,0.85066944,6.238537,8.925945,0.6629098,0.09943647,0.09290278,0.082447015,0.07521574,0.10835738,0.0041966247,0.6096226,0.0041966247,7.062728
cell_02185,6.079926,7.3860097,0.72884136,1.0337656,0.00022855571,0.00022855571,0.00018909006,0.00014182429,0.00011686932,0.00030245335,0.63991785,0.6102478,0.63991785,0.3500268
cell_02186,0.45475215,0.00042294041,7.879726,9.963839,0.9753685,0.14630528,0.1455144,0.14401191,0.1427528,0.14724208,0.007263518,0.8595007,0.007263518,14.97556
cell_02187,1.1598121,0.28673244,6.9051228,9.432109,0.11782372,0.11782372,0.11265464,0.6924026,0.097367436,0.12451171,0.5664515,0.8322329,0.5664515,9.35335
cell_02188,4.1833377,8.949894,1.626774,2.6141863,0.003025615,0.003025615,0.002538862,0.0019373209,0.0016112153,0.0039011764,2.6186626,0.54230845,2.6186626,0.8621642
cell_02189,0.2912745,5.8005835e-06,7.960107,9.990473,0.14876936,0.9917957,0.14849992,0.14798263,0.1475436,0.14908603,0.012979053,0.73207194,0.012979053,15.648523
cell_02190,7.569768,5.135997,0.43822056,0.5637158,4.6078127e-05,4.6078127e-05,3.7959227e-05,2.8326254e-05,2.3279663e-05,6.146872e-05,0.15706919,0.5893581,0.15706919,0.20425242
cell_02191,1.2579168,0.43033323,6.698781,9.286642,0.11205857,0.11205857,0.10634706,0.09682238,0.08994121,0.79717606,0.006142908,0.58605534,0.006142908,8.55361
cell_02192,0.6708192,0.00955301,7.6897917,9.884846,0.14056154,0.14056154,0.92431474,0.13509613,0.13220364,0.14287077,0.08114237,0.7461616,0.08114237,13.550222
cell_02193,9.483111,2.9138677,0.2555003,0.29488653,8.680506e-06,8.680506e-06,7.1323607e-06,5.3059493e-06,4.353607e-06,1.1637584e-05,0.74483454,0.5495465,0.74483454,0.11692059
cell_02194,1.0979915,0.21492606,7.0282207,9.513982,0.80866754,0.12130013,0.11651125,0.10826195,0.10208747,0.1274316,0.17429893,0.6879116,0.17429893,9.878526
cell_02195,0.45900315,0.00045881877,7.876939,9.962819,0.1462202,0.1462202,0.96941173,0.14387643,0.14259036,0.14717808,0.027958548,0.6023287,0.027958548,14.953029
cell_02196,9.159554,3.2205803,0.2778607,0.32619798,1.1235822e-05,1.1235822e-05,9.234867e-06,6.872627e-06,5.6401877e-06,1.5054283e-05,0.012285372,0.841569,0.012285372,0.12743679
cell_02197,1.5464079,1.0775083,6.035513,8.7511,0.6263592,0.09395388,0.08721072,0.07659998,0.06938823,0.10330435,0.4449915,0.7217977,0.4449915,6.5074086
cell_02198,4.2660055,8.979683,1.5642924,2.5024354,0.0026668413,0.0026668413,0.0022354901,0.0017036482,0.0014158955,0.0034450018,2.4365108,0.58604354,2.4365108,0.8231186
cell_02199,0.84637636,0.046638686,7.4617615,9.771367,0.13380088,0.13380088,0.13072464,0.12517032,0.80524224,0.13759118,0.0016662222,0.8705863,0.0016662222,12.091191
cell_02200,7.464789,5.285419,0.45290896,0.5864204,5.107106e-05,5.107106e-05,4.2081345e-05,3.1410214e-05,2.5817593e-05,6.8101945e-05,1.2528003,0.8291586,1.2528003,0.21141356
cell_02201,0.28271976,4.2359584e-06,7.9629583,9.991286,0.14885716,0.14885716,0.14860673,0.9875053,0.14771742,0.14915138,0.012038424,0.6061169,0.012038424,15.673249
cell_02202,0.33487174,2.4125311e-05,7.9435797,9.985529,0.14826104,0.9884069,0.14788206,0.14715607,0.14654152,0.14870715,0.00092222093,0.88442034,0.00092222093,15.506401
cell_02203,5.703095,7.9304023,0.8419624,1.2257085,0.0003620532,0.0003620532,0.00030004597,0.00022550503,0.00018602655,0.00047759377,1.84952,0.60709554,1.84952,0.4091906
cell_02204,3.2931452,7.6258893,2.5364363,4.204785,0.012175122,0.012175122,0.010381618,0.008083397,0.006797877,0.015261564,0.8183891,0.61705726,0.8183891,1.5018258
cell_02205,1.1438122,0.26681146,6.9375305,9.454023,0.11873612,0.11873612,0.75775266,0.105003774,0.09858787,0.12528211,1.1437006,0.6543853,1.1437006,9.487879
cell_02206,0.6788584,0.01041429,7.6807885,9.880706,0.14029188,0.14029188,0.13832794,0.8979254,0.13172844,0.142663,0.11058203,0.5659221,0.11058203,13.487793
cell_02207,2.0427208,2.8623946,4.840416,7.52478,0.062457237,0.062457237,0.056027293,0.046740133,0.27295113,0.07215046,1.552155,0.77480644,1.552155,4.0759916
cell_02208,6.4220757,6.863354,0.6431041,0.8911377,0.00015368566,0.00015368566,0.00012698617,9.50991e-05,7.8302786e-05,0.00020386279,0.7069226,0.7229349,0.7069226,0.30610862
cell_02209,7.911368,4.6678004,0.3946961,0.49727908,3.3269753e-05,3.3269753e-05,2.7390486e-05,2.0424368e-05,1.677904e-05,4.443505e-05,0.87807244,0.857785,0.87807244,0.18315734
cell_02210,0.21999407,2.624975e-07,7.9801726,9.995893,0.9959181,0.14938772,0.1492529,0.14899339,0.14877242,0.14954583,3.424988e-05,0.5963501,3.424988e-05,15.8238
cell_02211,1.9415724,2.449042,5.079617,7.7975264,0.45771974,0.06865796,0.061980233,0.052184287,0.04597687,0.07856715,0.633286,0.56809235,0.633286,4.4734964
cell_02212,0.365964,5.7480494e-05,7.9296803,9.981121,0.9855615,0.14783423,0.14736407,0.14646505,0.14570573,0.14838843,0.030907445,0.64344937,0.030907445,15.388415
cell_02213,1.7426425,1.6999534,5.5602713,8.304067,0.08127931,0.5418621,0.07436786,0.06388341,0.057016805,0.09120149,2.2590513,0.5584435,2.2590513,5.393616
cell_02214,0.29983473,7.846896e-06,7.9571266,9.989608,0.14867765,0.14867765,0.9892557,0.14783321,0.14736225,0.14901772,0.014317128,0.8784604,0.014317128,15.62275
cell_02215,8.447488,3.9940934,0.3375394,0.412141,2.0481939e-05,2.0481939e-05,1.6848671e-05,1.2551442e-05,1.0306043e-05,2.7398282e-05,0.9724752,0.78697866,0.9724752,0.15573514
cell_02216,7.605182,5.0861516,0.43341225,0.5563135,4.4519853e-05,4.4519853e-05,3.667297e-05,2.736416e-05,2.2488004e-05,5.939779e-05,1.0944562,0.8184767,1.0944562,0.20191284
