,Spatial_X,Spatial_Y
cell_01557,0.9027771,1.0540133
cell_01558,0.41369325,1.2885795
cell_01559,0.6422969,1.5333854
cell_01560,0.12096931,1.6538198
cell_01561,0.2538844,1.0651007
cell_01562,0.7006086,1.0449924
cell_01563,0.55035543,1.4379576
cell_01564,0.77047735,0.9789443
cell_01565,0.56340235,0.5009897
cell_01566,0.56933117,0.17030676
cell_01567,0.85825896,0.048205268
cell_01568,0.42468992,0.43574437
cell_01569,0.89504474,1.0774449
cell_01570,0.37221524,0.9008717
cell_01571,0.3285942,1.3012362
cell_01572,0.77942127,1.2419782
cell_01573,0.011546399,1.6008811
cell_01574,0.17219213,0.13930452
cell_01575,0.07176574,0.3086926
cell_01576,0.5121051,0.8808512
cell_01577,0.628071,1.4671533
cell_01578,0.010375946,1.755718
cell_01579,0.16146354,1.5291418
cell_01580,0.30254135,1.1442739
cell_01581,0.29422635,0.5264972
cell_01582,0.09713272,0.45739222
cell_01583,0.17284745,0.26183808
cell_01584,0.84705174,1.3142828
cell_01585,0.70058113,1.181516
cell_01586,0.2960944,0.47551385
cell_01587,0.26340747,0.902001
cell_01588,0.080199204,0.3537193
cell_01589,0.34890595,0.2281628
cell_01590,0.3980695,0.19863415
cell_01591,0.90418166,-0.055814832
cell_01592,0.7431157,1.3771696
cell_01593,0.47915378,0.4257678
cell_01594,0.13485727,1.0331129
cell_01595,0.65616167,1.3235257
cell_01596,0.9360123,0.19333875
cell_01597,0.078044854,0.22393866
cell_01598,0.8486078,1.473004
cell_01599,0.18011455,0.31528208
cell_01600,0.70128095,1.7893095
cell_01601,0.18385604,0.24653967
cell_01602,0.60001355,0.89903396
cell_01603,0.23762459,1.0578392
cell_01604,0.54169804,0.37041774
cell_01605,0.60015786,0.32525373
cell_01606,0.6185203,1.2796928
cell_01607,0.68279886,0.31498104
cell_01608,0.06902958,0.7236985
cell_01609,0.7033874,0.49173534
cell_01610,0.15459773,0.36960784
cell_01611,0.6770325,1.432818
cell_01612,0.124037616,1.4985098
cell_01613,0.4794147,0.64768183
cell_01614,0.38676843,1.0842454
cell_01615,0.9673464,0.24749716
cell_01616,0.6308092,0.050825424
cell_01617,0.08820591,0.76239675
cell_01618,0.7008865,1.2379785
cell_01619,0.1941384,0.05622101
cell_01620,0.28615037,0.2567398
cell_01621,0.37844303,0.7939874
cell_01622,0.77622545,1.2540969
cell_01623,0.94408095,0.03662451
cell_01624,0.9243352,0.5400809
cell_01625,0.17068364,1.1250151
cell_01626,0.060413476,0.9436505
cell_01627,0.828533,0.2948325
cell_01628,0.28821826,0.23784837
cell_01629,0.5828261,0.5772434
cell_01630,0.97862744,0.5399667
cell_01631,0.186422,1.0072984
cell_01632,0.3748559,0.7554188
cell_01633,0.86759895,1.0276209
cell_01634,0.64998055,1.7175548
cell_01635,0.937553,0.9557206
cell_01636,0.6317193,0.8188468
cell_01637,0.30356997,1.2854267
cell_01638,0.8051086,0.27943477
cell_01639,0.75926375,0.9294226
cell_01640,0.93361896,1.1353719
cell_01641,0.47616693,0.12136483
cell_01642,0.50283927,0.7403244
cell_01643,0.3238231,0.36163184
cell_01644,0.26875833,0.24255486
cell_01645,0.9965278,1.0341905
cell_01646,0.9772555,0.39243892
cell_01647,0.52964646,1.2544833
cell_01648,0.9550856,1.0871851
cell_01649,0.35615546,1.0590725
cell_01650,0.8499943,0.4051068
cell_01651,0.63486814,0.31543055
cell_01652,0.7170661,0.36536047
cell_01653,0.71820295,0.17518908
cell_01654,0.6358287,1.2239063
cell_01655,0.852328,1.0400051
cell_01656,0.39201325,0.22707835
cell_01657,0.8491889,1.0587295
cell_01658,0.18341516,0.4225174
cell_01659,0.19995943,0.047971595
cell_01660,0.7173432,0.27175036
cell_01661,0.7501299,0.6778588
cell_01662,0.9023011,1.4395933
cell_01663,0.2746829,0.31370854
cell_01664,0.056069452,1.3395793
cell_01665,0.50747174,1.3348418
cell_01666,0.87534046,1.1249264
cell_01667,0.9714658,0.2312674
cell_01668,0.8578263,0.0641011
cell_01669,0.48995644,1.027073
cell_01670,0.8633822,0.34129724
cell_01671,0.21397093,1.2460071
cell_01672,0.92116964,0.990916
cell_01673,0.56684595,0.17034295
cell_01674,0.3893636,1.0041893
cell_01675,0.5816412,1.445155
cell_01676,0.7840082,0.8447179
cell_01677,0.24012151,0.5432102
cell_01678,0.101879805,1.5107664
cell_01679,0.7331201,0.79884094
cell_01680,0.952469,1.0315132
cell_01681,0.6369781,1.0519997
cell_01682,0.14258346,1.2834386
cell_01683,0.64338535,0.26763195
cell_01684,0.1166321,0.14996234
cell_01685,0.30352476,0.20746958
cell_01686,0.0315977,0.63714314
cell_01687,0.48750162,0.5866633
cell_01688,0.32135418,1.0346836
cell_01689,0.097521886,0.89044744
cell_01690,0.3090273,1.5281912
cell_01691,0.64757013,1.2213272
cell_01692,0.28908154,0.28613925
cell_01693,0.14307211,0.9091975
cell_01694,0.5447975,1.1057135
cell_01695,0.7532273,1.0294904
cell_01696,0.83014137,0.20290285
cell_01697,0.4720971,1.014731
cell_01698,0.71107244,1.346934
cell_01699,0.8333278,0.8290795
cell_01700,0.67288923,1.575042
cell_01701,0.5272714,1.7133623
cell_01702,0.059939366,0.48395324
cell_01703,0.29003438,1.4104425
cell_01704,0.31981516,1.1659819
cell_01705,0.39501125,1.1622678
cell_01706,0.9508927,0.16745971
cell_01707,0.20887534,0.5747163
cell_01708,0.5415549,1.5249307
cell_01709,0.9912181,0.3320295
cell_01710,0.61879456,0.9528435
cell_01711,0.20891072,0.656485
cell_01712,0.96019095,1.3047707
cell_01713,0.33629265,1.7196792
cell_01714,0.04787071,0.2639265
cell_01715,0.43136176,1.0221019
cell_01716,0.24065569,0.42406455
cell_01717,0.81886375,1.2617064
cell_01718,0.21995583,0.94866174
cell_01719,0.819854,1.0293161
cell_01720,0.036171015,0.0823939
cell_01721,0.9291573,0.28794044
cell_01722,0.04219353,1.2271422
cell_01723,0.93853986,0.74833804
cell_01724,0.07369128,0.55284286
cell_01725,0.8725836,0.0819332
cell_01726,0.831332,0.4269813
cell_01727,0.59442383,1.1604867
cell_01728,0.035986084,-0.01823063
cell_01729,0.6211428,0.73878884
cell_01730,0.6178464,1.204059
cell_01731,0.55719745,0.1023688
cell_01732,0.6315256,0.8273158
cell_01733,0.9681074,0.2651211
cell_01734,0.99550724,1.180833
cell_01735,0.52049583,0.96391034
cell_01736,0.09180062,1.0356938
cell_01737,0.13396904,0.26320082
cell_01738,0.72035086,0.89168346
cell_01739,0.9819636,0.8827626
cell_01740,0.4360552,0.30188683
cell_01741,0.09803875,0.2968383
cell_01742,0.35304454,-0.031041466
cell_01743,0.38501027,1.2809606
cell_01744,0.9965953,1.1761911
cell_01745,0.68658334,1.1288682
cell_01746,0.117866084,1.0489476
cell_01747,0.33707672,0.74912256
cell_01748,0.048558712,0.73703134
cell_01749,0.6530605,1.1789794
cell_01750,0.67273927,0.81391853
cell_01751,0.057496745,0.26199746
cell_01752,0.33551994,1.1207088
cell_01753,0.90283835,1.2333577
cell_01754,0.826816,0.3361133
cell_01755,0.57421255,0.65472764
cell_01756,0.48462337,0.1586699
cell_01757,0.9928519,1.1624544
cell_01758,0.72219557,1.1013582
cell_01759,0.9526352,1.4259294
cell_01760,0.071585216,0.4990311
cell_01761,0.21215115,0.19783874
cell_01762,0.031111035,0.25374222
cell_01763,0.8679176,0.07446422
cell_01764,0.69423145,0.09396392
cell_01765,0.17765166,0.07925028
cell_01766,0.9741906,1.5491652
cell_01767,0.9557972,0.08452401
cell_01768,0.22459781,0.2418083
cell_01769,0.64700973,1.34639
cell_01770,0.6681029,1.1719918
cell_01771,0.004016755,1.0900654
cell_01772,0.6887798,1.3485411
cell_01773,0.2213402,1.445577
cell_01774,0.9013187,1.1822088
cell_01775,0.8385071,0.9229929
cell_01776,0.9052936,0.9814026
cell_01777,0.75755394,0.64529043
cell_01778,0.16490544,0.37482536
cell_01779,0.3605543,0.6872755
cell_01780,0.70893145,0.21411192
cell_01781,0.32332504,0.92039126
cell_01782,0.71003294,0.28690475
cell_01783,0.33615872,0.19506869
cell_01784,0.17772946,0.24456877
cell_01785,0.5181638,1.2202826
cell_01786,0.68622774,0.42293832
cell_01787,0.5171957,0.82206804
cell_01788,0.6418673,1.0038314
cell_01789,0.43805102,0.048140135
cell_01790,0.77833134,1.4673687
cell_01791,0.6499664,0.3626108
cell_01792,0.57460666,0.36123747
cell_01793,0.43537173,1.2149711
cell_01794,0.53572756,1.2651128
cell_01795,0.051009722,0.38938385
cell_01796,0.6667197,0.76465625
cell_01797,0.20441173,0.34755808
cell_01798,0.86014897,0.8756997
cell_01799,0.8123438,1.4473722
cell_01800,0.52795464,1.0356971
cell_01801,0.8471311,1.1239363
cell_01802,0.67080325,0.12782957
cell_01803,0.14126004,1.10919
cell_01804,0.7407728,0.94437313
cell_01805,0.99580646,1.2418333
cell_01806,0.04097731,0.12479056
cell_01807,0.24491943,1.10153
cell_01808,0.59774077,0.7566523
cell_01809,0.41519445,0.13182509
cell_01810,0.6375562,0.23930842
cell_01811,0.5864043,0.6594322
cell_01812,0.7879895,1.0430293
cell_01813,0.07090292,0.3141142
cell_01814,0.44061607,1.1405013
cell_01815,0.8600538,1.303282
cell_01816,0.3627619,1.3159146
cell_01817,0.5037888,0.64468884
cell_01818,0.021578627,0.8244358
cell_01819,0.22417389,0.96210766
cell_01820,0.4636551,1.153613
cell_01821,0.39896813,0.8321099
cell_01822,0.71465486,1.1171833
cell_01823,0.61188,1.0662081
cell_01824,0.8802825,0.875299
cell_01825,0.8547707,-0.023118818
cell_01826,0.24121983,1.0553381
cell_01827,0.01763873,0.9967826
cell_01828,0.8544708,1.1421876
cell_01829,0.32912087,0.9967073
cell_01830,0.3471097,0.9215989
cell_01831,0.1583948,1.6246877
cell_01832,0.6930073,0.56533384
cell_01833,0.28010893,0.12992196
cell_01834,0.1767431,0.2597369
cell_01835,0.5033907,0.1181991
cell_01836,0.7504159,0.0047042035
cell_01837,0.2695986,0.44996032
cell_01838,0.722039,1.1854368
cell_01839,0.4619751,0.9331505
cell_01840,0.4037727,0.058945477
cell_01841,0.35952088,0.7925201
cell_01842,0.14558096,0.3195918
cell_01843,0.33263376,1.5630628
cell_01844,0.87925154,0.23951057
cell_01845,0.10216692,0.7641308
cell_01846,0.9583,0.49210167
cell_01847,0.10749653,1.029211
cell_01848,0.36203164,1.124768
cell_01849,0.6063062,1.1768575
cell_01850,0.8378414,0.22389883
cell_01851,0.14358282,1.2835062
cell_01852,0.14110222,0.82646817
cell_01853,0.62837815,0.95518094
cell_01854,0.29274663,1.0313311
cell_01855,0.6445021,1.5482576
cell_01856,0.8205832,0.3373448
cell_01857,0.07687051,0.2451494
cell_01858,0.8444941,0.2357287
cell_01859,0.037585355,0.19061561
cell_01860,0.8988262,0.87934923
cell_01861,0.9756181,1.3073907
cell_01862,0.6674552,1.2366483
cell_01863,0.9842553,1.106665
cell_01864,0.82199186,0.81799185
cell_01865,0.0443655,1.385627
cell_01866,0.0038109443,1.2600157
cell_01867,0.02079849,0.25780842
cell_01868,0.45190695,0.89113545
cell_01869,0.6233826,1.2036413
cell_01870,0.48147184,0.28262126
cell_01871,0.67713034,0.52435166
cell_01872,0.44960263,1.4326447
cell_01873,0.042563803,1.5444704
cell_01874,0.22616671,1.067434
cell_01875,0.9926242,1.0514022
cell_01876,0.34586385,0.39945734
cell_01877,0.32476574,0.38148403
cell_01878,0.15279205,1.0186367
cell_01879,0.9871437,0.6993466
cell_01880,0.23045932,0.8321206
cell_01881,0.64682657,0.79163826
cell_01882,0.04204746,0.7354343
cell_01883,0.06647233,0.966109
cell_01884,0.7167517,0.3418738
cell_01885,0.63516814,0.3067531
cell_01886,0.6801624,0.1707202
cell_01887,0.23097041,0.26823944
cell_01888,0.984889,1.2749203
cell_01889,0.5583752,0.68916255
cell_01890,0.96954817,0.2997132
cell_01891,0.16417055,1.0771893
cell_01892,0.4050995,0.79883933
cell_01893,0.33568552,0.09122625
cell_01894,0.7550749,0.3882221
cell_01895,0.7475714,0.14690378
cell_01896,0.4865438,1.3703545
cell_01897,0.016148005,0.35787508
cell_01898,0.17520571,0.16771765
cell_01899,0.050265666,-0.031895317
cell_01900,0.84701455,0.9561344
cell_01901,0.28977156,-0.02054223
cell_01902,0.117922634,1.5239369
cell_01903,0.35417238,0.2158681
cell_01904,0.07728931,0.7162222
cell_01905,0.97885716,0.6852056
cell_01906,0.3150079,0.58841664
cell_01907,0.9330667,0.077927984
cell_01908,0.6827287,1.0164447
cell_01909,0.566107,1.5029416
cell_01910,0.475497,0.054654744
cell_01911,0.68738014,0.24251284
cell_01912,0.68627536,1.5301367
cell_01913,0.010521061,0.9486641
cell_01914,0.90778375,0.28216878
cell_01915,0.36796343,0.23728302
cell_01916,0.35327312,1.1567081
cell_01917,0.40659055,0.81652063
cell_01918,0.6852828,0.68333507
cell_01919,0.37601775,1.5700496
cell_01920,0.37383106,0.59941745
cell_01921,0.06346488,0.34328735
cell_01922,0.41664165,0.5913195
cell_01923,0.14947848,0.9870045
cell_01924,0.8555893,0.26092124
cell_01925,0.33451107,0.007479088
cell_01926,0.9608674,1.0320336
cell_01927,0.684528,1.132075
cell_01928,0.75615156,0.029704278
cell_01929,0.94775116,0.6330777
cell_01930,0.23893477,1.2618595
cell_01931,0.56729096,0.6498716
cell_01932,0.040725805,1.0847139
cell_01933,0.10075869,1.0776865
cell_01934,0.36658692,1.4649026
cell_01935,0.68250185,0.029853523
cell_01936,0.8316936,1.1078902
cell_01937,0.2564042,1.0645795
cell_01938,0.7490772,0.36345425
cell_01939,0.22429116,0.07742575
cell_01940,0.006055606,0.27480215
cell_01941,0.054413024,0.49965787
cell_01942,0.5855586,0.68140316
cell_01943,0.49714756,0.22583313
cell_01944,0.27042523,1.1443331
cell_01945,0.0065478585,1.7212727
cell_01946,0.56801033,0.32709584
cell_01947,0.8176066,1.0813644
cell_01948,0.06854488,0.030401649
cell_01949,0.73647445,1.0252962
cell_01950,0.6345426,1.5128669
cell_01951,0.47935477,0.087930895
cell_01952,0.048341356,1.1035477
cell_01953,0.9235714,1.6863484
cell_01954,0.47744098,1.1591346
cell_01955,0.39960697,1.6103666
cell_01956,0.8614754,0.6837352
cell_01957,0.84557825,0.17276895
cell_01958,0.72726095,1.0312707
cell_01959,0.82936,1.0159297
cell_01960,0.12432848,0.64898664
cell_01961,0.7609156,0.77056116
cell_01962,0.32803407,0.71207225
cell_01963,0.8674948,0.11798513
cell_01964,0.37023148,0.8395076
cell_01965,0.05430395,0.12022086
cell_01966,0.41438022,1.2206013
cell_01967,0.75677705,1.074371
cell_01968,0.50093204,0.94249874
cell_01969,0.7636339,0.9746192
cell_01970,0.035273742,0.36613467
cell_01971,0.1771642,1.1779844
cell_01972,0.56360793,1.399896
cell_01973,0.38531375,0.5894788
cell_01974,0.6801757,0.18861844
cell_01975,0.9625542,0.32546738
cell_01976,0.659862,0.70959145
cell_01977,0.4173629,1.1503438
cell_01978,0.542364,1.3655605
cell_01979,0.9128265,0.28329498
cell_01980,0.67298925,1.1798894
cell_01981,0.8031795,0.7059061
cell_01982,0.3015184,1.7040758
cell_01983,0.74432117,0.30103886
cell_01984,0.13943137,0.8665666
cell_01985,0.7497756,1.6822103
cell_01986,0.8815586,0.3341092
cell_01987,0.9002325,1.1817582
cell_01988,0.11659006,1.8502401
cell_01989,0.829882,0.13753696
cell_01990,0.10993652,0.0834675
cell_01991,0.47839695,1.3789903
cell_01992,0.6825215,0.4994121
cell_01993,0.48424911,0.07600509
cell_01994,0.3399096,1.1429628
cell_01995,0.68382114,0.79999506
cell_01996,0.6608788,0.2965783
cell_01997,0.58289266,0.4284505
cell_01998,0.5284287,1.521033
cell_01999,0.7057399,1.0715262
cell_02000,0.40303707,1.3414955
cell_02001,0.06876825,0.7486609
cell_02002,0.5374545,1.8783892
cell_02003,0.72345555,0.83844215
cell_02004,0.2991599,0.21704264
cell_02005,0.14075114,1.3906828
cell_02006,0.9118412,0.9378468
cell_02007,0.8637497,0.15487038
cell_02008,0.6184342,0.13931476
cell_02009,0.78660715,0.9167152
cell_02010,0.9688053,0.008632307
cell_02011,0.569259,0.2924827
cell_02012,0.24418168,0.11746337
cell_02013,0.638812,0.8827231
cell_02014,0.9145937,0.39800572
cell_02015,0.6901482,0.91459626
cell_02016,0.026240392,0.30444667
cell_02017,0.9171326,-0.021343958
cell_02018,0.7536753,1.270384
cell_02019,0.401831,0.568794
cell_02020,0.9874919,1.1704531
cell_02021,0.72167933,0.15377687
cell_02022,0.82544106,0.006194172
cell_02023,0.94316655,0.3473597
cell_02024,0.039578464,0.5704642
cell_02025,0.77441984,0.93696636
cell_02026,0.38634643,1.4881675
cell_02027,0.869075,0.4794381
cell_02028,0.8788959,0.9334642
cell_02029,0.82861847,0.9712329
cell_02030,0.7792006,0.030142099
cell_02031,0.79428285,0.7901416
cell_02032,0.2965525,0.42671737
cell_02033,0.4065282,0.8751021
cell_02034,0.11505489,0.13009225
cell_02035,0.8305915,1.1867346
cell_02036,0.64600646,1.4582657
cell_02037,0.61271673,0.056303043
cell_02038,0.24607804,0.6872645
cell_02039,0.6150361,0.98288333
cell_02040,0.45455173,0.3755008
cell_02041,0.9952688,1.4718882
cell_02042,0.8630683,0.789136
cell_02043,0.52598286,1.3446354
cell_02044,0.8084556,1.0802325
cell_02045,0.164505,0.12489984
cell_02046,0.1014005,0.9161704
cell_02047,0.6306508,0.9256884
cell_02048,0.72678584,0.28160372
cell_02049,0.053056438,0.41101632
cell_02050,0.20096335,1.3197386
cell_02051,0.537268,0.038442597
cell_02052,0.0628166,0.6729179
cell_02053,0.42405283,1.2487162
cell_02054,0.48207977,0.34652328
cell_02055,0.92180973,1.1273218
cell_02056,0.3156765,1.3972799
cell_02057,0.16866848,0.8968938
cell_02058,0.007508259,0.12826174
cell_02059,0.12160811,0.0835807
cell_02060,0.750866,1.5480503
cell_02061,0.44492188,0.35792047
cell_02062,0.19872504,0.7757804
cell_02063,0.9330277,0.17974144
cell_02064,0.7875383,0.64379776
cell_02065,0.11436469,1.2132741
cell_02066,0.26895735,0.61025655
cell_02067,0.84944147,1.5084095
cell_02068,0.6924317,0.43668038
cell_02069,0.9455452,1.0588214
cell_02070,0.076249436,1.655594
cell_02071,0.77541125,1.0628595
cell_02072,0.07641142,0.34202576
cell_02073,0.33666193,1.2522153
cell_02074,0.75066876,0.62165165
cell_02075,0.71101,1.0319556
cell_02076,0.002117823,1.8426824
cell_02077,0.20194294,0.2906584
cell_02078,0.7785737,0.3583655
cell_02079,0.12614751,-0.009935787
cell_02080,0.3263789,0.78884995
cell_02081,0.18388951,0.25535703
cell_02082,0.11145454,1.0639312
cell_02083,0.83662575,0.23048209
cell_02084,0.061341744,1.1430198
cell_02085,0.53604996,0.38803238
cell_02086,0.6926705,0.83262724
cell_02087,0.05759022,0.38910952
cell_02088,0.6334268,1.4062468
cell_02089,0.33406553,1.0293624
cell_02090,0.8335452,0.615887
cell_02091,0.79765964,1.1287596
cell_02092,0.793905,0.9314146
cell_02093,0.3986635,0.28980914
cell_02094,0.8225482,1.1833438
cell_02095,0.629982,0.43031174
cell_02096,0.37868357,0.05931304
cell_02097,0.080669954,1.1369798
cell_02098,0.066818915,0.1255099
cell_02099,0.25140163,0.303889
cell_02100,0.29958466,1.2006427
cell_02101,0.92752826,0.22096519
cell_02102,0.9999381,1.3131074
cell_02103,0.14367385,1.2685616
cell_02104,0.9427682,1.0671728
cell_02105,0.70654,1.0892334
cell_02106,0.49860817,0.8506157
cell_02107,0.95468664,1.6509756
cell_02108,0.7136932,0.42899367
cell_02109,0.5936545,0.21690229
cell_02110,0.20952676,0.6843128
cell_02111,0.24444395,0.8143083
cell_02112,0.91150177,0.12165481
cell_02113,0.21503878,0.7246072
cell_02114,0.032306015,0.074415445
cell_02115,0.2662271,1.3835716
cell_02116,0.4805557,0.29964045
cell_02117,0.38196477,0.14591342
cell_02118,0.935803,0.10789566
cell_02119,0.41857404,0.18820119
cell_02120,0.8890527,0.35132438
cell_02121,0.5946629,-0.049553677
cell_02122,0.5241247,0.29365334
cell_02123,0.16019563,0.2626676
cell_02124,0.27103192,0.7913022
cell_02125,0.86716676,1.0912317
cell_02126,0.77995723,0.3489043
cell_02127,0.44742337,0.43643266
cell_02128,0.90902215,0.023130208
cell_02129,0.8191787,0.09617752
cell_02130,0.11208434,0.21876934
cell_02131,0.6059305,0.98453724
cell_02132,0.7988432,1.7469461
cell_02133,0.8083441,1.5704696
cell_02134,0.091341175,0.6771802
cell_02135,0.22461116,0.5484912
cell_02136,0.41303933,0.37965304
cell_02137,0.25163108,1.1104268
cell_02138,0.10893815,1.4372474
cell_02139,0.62880045,1.1912754
cell_02140,0.50747347,1.3551315
cell_02141,0.15498975,0.8402057
cell_02142,0.586382,1.4385716
cell_02143,0.062014952,1.3323202
cell_02144,0.38304105,0.33466497
cell_02145,0.79251796,1.4840584
cell_02146,0.89004964,0.11039352
cell_02147,0.24523464,1.2639227
cell_02148,0.8595088,1.378365
cell_02149,0.8917578,0.08384421
cell_02150,0.60688233,0.87254363
cell_02151,0.9821779,0.13585772
cell_02152,0.24617583,0.89209
cell_02153,0.068974234,1.6239095
cell_02154,0.84344316,0.67132294
cell_02155,0.49093065,1.0535637
cell_02156,0.34645388,0.1305854
cell_02157,0.05523283,0.39277703
cell_02158,0.06462448,0.91143197
cell_02159,0.09071645,0.055044044
cell_02160,0.18364252,0.6310055
cell_02161,0.9704009,0.3995042
cell_02162,0.28140414,0.43943465
cell_02163,0.8170473,0.756737
cell_02164,0.01941378,1.3223658
cell_02165,0.32181507,0.2436561
cell_02166,0.9061924,1.5822766
cell_02167,0.18504079,0.6218885
cell_02168,0.28402352,0.29137123
cell_02169,0.8265149,0.8038867
cell_02170,0.121391684,0.9857432
cell_02171,0.05318319,0.38612214
cell_02172,0.9659768,0.56381834
cell_02173,0.40479177,0.21170206
cell_02174,0.65787125,0.40981147
cell_02175,0.1271159,0.8093063
cell_02176,0.2201774,0.7433169
cell_02177,0.45998076,1.0064793
cell_02178,0.6751532,0.31227896
cell_02179,0.2932479,1.5029916
cell_02180,0.8846338,1.58916
cell_02181,0.781144,1.1031603
cell_02182,0.5515579,1.2656658
cell_02183,0.45921117,0.16301498
cell_02184,0.61954254,0.6725303
cell_02185,0.73166317,0.17493539
cell_02186,0.1349503,0.99119735
cell_02187,0.85264134,0.99995977
cell_02188,0.48940277,0.36927235
cell_02189,0.935344,1.2681142
cell_02190,0.9555424,0.13920967
cell_02191,0.030716822,1.2850714
cell_02192,0.38448098,1.0355699
cell_02193,0.5262234,0.0031735785
cell_02194,0.5395955,0.7113277
cell_02195,0.82239336,1.2447681
cell_02196,0.14110398,0.10925171
cell_02197,0.6224827,0.5965449
cell_02198,0.942597,0.34753752
cell_02199,0.99669117,1.3465489
cell_02200,0.010085541,0.13797946
cell_02201,0.97256726,1.4999449
cell_02202,0.122210026,1.1832815
cell_02203,0.5369505,0.21685399
cell_02204,0.24636981,0.39639726
cell_02205,0.606391,1.0303252
cell_02206,0.03702659,1.2674387
cell_02207,0.23833267,1.0524465
cell_02208,0.30057564,0.16486244
cell_02209,0.91560715,0.080073036
cell_02210,0.58362955,1.2191951
cell_02211,0.7082097,0.6086098
cell_02212,0.6760152,1.1332083
cell_02213,0.39228833,0.5762193
cell_02214,0.014021069,1.4691486
cell_02215,0.107020766,0.1261606
cell_02216,0.45880848,0.18226954
cell_02217,0.9412948,1.0285615
cell_02218,0.24875781,1.2451464
cell_02219,0.6983187,0.41880333
cell_02220,0.82659584,0.6074605
cell_02221,0.9067853,0.3985247
cell_02222,0.29348642,1.1161693
cell_02223,0.9312832,0.22556512
cell_02224,0.6079823,1.3901173
cell_02225,0.50840676,0.2959732
cell_02226,0.7783926,0.96199095
cell_02227,0.23871261,0.115470685
cell_02228,0.8125802,0.09817762
cell_02229,0.6499627,0.9890391
cell_02230,0.7993661,0.45404395
cell_02231,0.8557222,0.88046455
cell_02232,0.6173474,0.11365152
cell_02233,0.036735106,1.6533601
cell_02234,0.29774767,1.1804742
cell_02235,0.87801975,1.3074365
cell_02236,0.6269565,0.1097369
cell_02237,0.8900564,0.29068044
cell_02238,0.3845285,1.0326152
cell_02239,0.5047275,1.1731714
cell_02240,0.86259246,0.37872705
cell_02241,0.7620314,0.084858544
cell_02242,0.37750113,0.9223027
cell_02243,0.022630285,0.32091427
cell_02244,0.88033956,0.41340098
cell_02245,0.78635687,0.27536154
cell_02246,0.44916084,0.356591
cell_02247,0.5462405,0.7345795
cell_02248,0.20431201,0.847635
cell_02249,0.4121011,0.3286326
cell_02250,0.16319543,0.88968915
cell_02251,0.21056958,1.2795764
cell_02252,0.8463695,0.9976032
cell_02253,0.3624724,0.81509125
cell_02254,0.8147233,1.3228763
cell_02255,0.47389987,0.8468175
cell_02256,0.070777774,1.097452
cell_02257,0.36152717,1.3011303
cell_02258,0.15827346,0.08030028
cell_02259,0.6935764,0.88246053
cell_02260,0.91139406,1.0862796
cell_02261,0.7630756,1.5187316
cell_02262,0.7784376,0.77386516
cell_02263,0.86186653,0.055025354
cell_02264,0.7766647,0.93458074
cell_02265,0.56857324,0.1465536
cell_02266,0.7142763,0.86456335
cell_02267,0.41595477,1.0232042
cell_02268,0.07078797,1.1190184
cell_02269,0.7055798,1.1777852
cell_02270,0.721661,1.100812
cell_02271,0.22372259,1.2057849
cell_02272,0.9539416,1.025347
cell_02273,0.05251143,1.3922633
cell_02274,0.73595905,1.6680905
cell_02275,0.9684784,0.023290869
cell_02276,0.30914977,1.0970136
cell_02277,0.9124654,0.2921592
cell_02278,0.8264363,1.057012
cell_02279,0.74410945,1.1796887
cell_02280,0.95379156,1.0846771
cell_02281,0.6540571,0.22587933
cell_02282,0.49488065,0.38054797
cell_02283,0.675681,1.1560774
cell_02284,0.41182378,0.257682
cell_02285,0.3248872,0.09621263
cell_02286,0.082245626,1.0481393
cell_02287,0.37800857,0.90964454
cell_02288,0.80319506,0.35960093
cell_02289,0.94543576,0.28491944
cell_02290,0.9751517,1.7006283
cell_02291,0.20652588,0.99822664
cell_02292,0.57143176,0.929617
cell_02293,0.57574815,0.40060753
cell_02294,0.17604755,0.3591183
cell_02295,0.5816282,0.098429725
cell_02296,0.36276284,1.0056667
cell_02297,0.9424064,0.08955807
cell_02298,0.2552022,0.07723978
cell_02299,0.8349612,1.2400202
cell_02300,0.89685565,1.3574293
cell_02301,0.73587227,1.3556131
cell_02302,0.21467727,0.94849527
cell_02303,0.26036906,1.1393459
cell_02304,0.97111785,1.1058735
cell_02305,0.07582907,0.34119397
cell_02306,0.117085904,0.771474
cell_02307,0.97856975,0.83977336
cell_02308,0.77689475,0.6534648
cell_02309,0.74638385,1.6222054
cell_02310,0.16020776,1.2854569
cell_02311,0.48893884,0.070476905
cell_02312,0.8407626,0.8341928
cell_02313,0.3288707,0.20876627
cell_02314,0.19276513,0.9210601
cell_02315,0.010945317,0.36749825
cell_02316,0.6225425,0.24646953
cell_02317,0.2938103,0.82150006
cell_02318,0.86367244,1.0191853
cell_02319,0.28351808,1.130839
cell_02320,0.15157582,0.049681548
cell_02321,0.9604475,0.12922026
cell_02322,0.964777,0.64672744
cell_02323,0.68502384,0.072575055
cell_02324,0.9283857,0.30045652
cell_02325,0.16183358,1.4315639
cell_02326,0.46034086,0.2525454
cell_02327,0.20415889,0.26119518
cell_02328,0.47878325,0.8026361
cell_02329,0.791178,0.9062148
cell_02330,0.84492785,1.3810865
cell_02331,0.0041643945,0.5161875
cell_02332,0.3895034,1.2343704
cell_02333,0.9940687,0.20619638
cell_02334,0.58931494,1.0233376
cell_02335,0.29619592,1.287322
cell_02336,0.38899425,1.054627
cell_02337,0.32256374,0.96431303
